id,siren,name,acronym,kind,taxmodel,towns,start_date,end_date,end_reason,successors,ancestors,population
fr:epci:240200436@1999-01-01,240200436,Communauté de Communes de la Vallée de l'Aisne,,CC,4TX,fr:commune:02277@1942-01-01;fr:commune:02687@1942-01-01;fr:commune:02267@1942-01-01;fr:commune:02643@1942-01-01;fr:commune:02254@1942-01-01;fr:commune:02514@1942-01-01;fr:commune:02736@1942-01-01;fr:commune:02672@1942-01-01;fr:commune:02673@1942-01-01;fr:commune:02762@1942-01-01;fr:commune:02415@1942-01-01;fr:commune:02527@1942-01-01;fr:commune:02562@1942-01-01;fr:commune:02528@1942-01-01;fr:commune:02598@1942-01-01;fr:commune:02326@1942-01-01;fr:commune:02011@1942-01-01;fr:commune:02087@1942-01-01;fr:commune:02201@1942-01-01;fr:commune:02795@1942-01-01;fr:commune:02667@1942-01-01;fr:commune:02793@1942-01-01;fr:commune:02071@1942-01-01,1999-01-01,2016-12-31,removed,,,10006
fr:epci:240200444@1999-01-01,240200444,Thierache du Centre,,CC,4TX,fr:commune:02535@1942-01-01;fr:commune:02377@1942-01-01;fr:commune:02728@1942-01-01;fr:commune:02040@1942-01-01;fr:commune:02385@1942-01-01;fr:commune:02629@1942-01-01;fr:commune:02384@1942-01-01;fr:commune:02342@1942-01-01;fr:commune:02681@1942-01-01;fr:commune:02688@1942-01-01;fr:commune:02103@1942-01-01;fr:commune:02182@1942-01-01;fr:commune:02401@1942-01-01;fr:commune:02789@1942-01-01;fr:commune:02404@1942-01-01;fr:commune:02269@1942-01-01;fr:commune:02623@1942-01-01;fr:commune:02197@1942-01-01;fr:commune:02284@1942-01-01;fr:commune:02584@1942-01-01;fr:commune:02826@1942-01-01;fr:commune:02373@1942-01-01;fr:commune:02109@1942-01-01;fr:commune:02657@1942-01-01;fr:commune:02379@1942-01-01;fr:commune:02286@1942-01-01;fr:commune:02416@1942-01-01;fr:commune:02463@1942-01-01;fr:commune:02832@1942-01-01;fr:commune:02321@1956-10-19;fr:commune:02067@1942-01-01;fr:commune:02759@1961-06-22;fr:commune:02312@1942-01-01;fr:commune:02141@1942-01-01;fr:commune:02444@1942-01-01;fr:commune:02331@1942-01-01;fr:commune:02135@1942-01-01;fr:commune:02668@1942-01-01;fr:commune:02547@1942-01-01;fr:commune:02136@1942-01-01;fr:commune:02116@1956-02-24;fr:commune:02608@1942-01-01;fr:commune:02650@1942-01-01;fr:commune:02731@1942-01-01;fr:commune:02295@1942-01-01;fr:commune:02403@1942-01-01;fr:commune:02491@1942-01-01;fr:commune:02445@1942-01-01;fr:commune:02558@1956-02-24;fr:commune:02725@1942-01-01;fr:commune:02419@1942-01-01;fr:commune:02369@1942-01-01;fr:commune:02337@1942-01-01;fr:commune:02206@1942-01-01;fr:commune:02357@1942-01-01;fr:commune:02068@1942-01-01;fr:commune:02044@1942-01-01;fr:commune:02050@1956-02-24;fr:commune:02308@1972-05-01;fr:commune:02276@1942-01-01;fr:commune:02418@1942-01-01;fr:commune:02548@1942-01-01;fr:commune:02823@1942-01-01;fr:commune:02652@1942-01-01;fr:commune:02740@1942-01-01;fr:commune:02324@1942-01-01;fr:commune:02341@1942-01-01;fr:commune:02670@1942-01-01,1999-01-01,2017-12-31,inner;renamed;taxmodel,fr:epci:240200444@2017-01-01,,28511
fr:epci:240200451@1999-01-01,240200451,Thierache d'Aumale,,CC,4TX,fr:commune:02647@1942-01-01;fr:commune:02760@1942-01-01;fr:commune:02298@1942-01-01;fr:commune:02366@1942-01-01;fr:commune:02476@1942-01-01;fr:commune:02358@1942-01-01;fr:commune:02769@1942-01-01;fr:commune:02569@1942-01-01;fr:commune:02779@1942-01-01;fr:commune:02830@1942-01-01;fr:commune:02488@1942-01-01;fr:commune:02683@1942-01-01,1999-01-01,2016-12-31,removed,,,6137
fr:epci:240200469@1999-01-01,240200469,Communauté de Communes du Pays de la Serre,,CC,4TX,fr:commune:02231@1942-01-01;fr:commune:02529@1942-01-01;fr:commune:02283@1942-01-01;fr:commune:02338@1942-01-01;fr:commune:02689@1942-01-01;fr:commune:02248@1942-01-01;fr:commune:02096@1942-01-01;fr:commune:02600@1942-01-01;fr:commune:02004@1942-01-01;fr:commune:02787@1942-01-01;fr:commune:02046@1942-01-01;fr:commune:02727@1942-01-01;fr:commune:02737@1942-01-01;fr:commune:02460@1942-01-01;fr:commune:02048@1942-01-01;fr:commune:02827@1942-01-01;fr:commune:02027@1942-01-01;fr:commune:02194@1942-01-01;fr:commune:02638@1942-01-01;fr:commune:02353@1942-01-01;fr:commune:02560@1942-01-01;fr:commune:02468@1942-01-01;fr:commune:02742@1942-01-01;fr:commune:02545@1942-01-01;fr:commune:02559@1942-01-01;fr:commune:02513@1942-01-01;fr:commune:02517@1942-01-01;fr:commune:02180@1942-01-01;fr:commune:02039@1942-01-01;fr:commune:02480@1942-01-01;fr:commune:02156@1942-01-01;fr:commune:02261@1942-01-01;fr:commune:02745@1942-01-01;fr:commune:02101@1942-01-01;fr:commune:02047@1942-01-01;fr:commune:02493@1942-01-01;fr:commune:02591@1942-01-01;fr:commune:02790@1942-01-01;fr:commune:02237@1942-01-01;fr:commune:02169@1942-01-01;fr:commune:02516@1942-01-01;fr:commune:02617@1942-01-01,1999-01-01,2017-12-31,taxmodel,fr:epci:240200469@2017-01-01,,16037
fr:epci:240200477@1999-01-01,240200477,Communauté de Communes du Soisonnais,,CC,4TX,fr:commune:02245@1942-01-01;fr:commune:02089@1942-01-01;fr:commune:02226@1942-01-01;fr:commune:02576@1942-01-01;fr:commune:02564@1942-01-01;fr:commune:02722@1942-01-01;fr:commune:02175@1942-01-01;fr:commune:02064@1942-01-01;fr:commune:02706@1942-01-01;fr:commune:02077@1942-01-01;fr:commune:02593@1942-01-01;fr:commune:02253@1942-01-01;fr:commune:02485@1942-01-01;fr:commune:02780@1942-01-01;fr:commune:02805@1942-01-01;fr:commune:02043@1942-01-01;fr:commune:02003@1942-01-01;fr:commune:02424@1942-01-01;fr:commune:02714@1942-01-01;fr:commune:02767@1996-01-01;fr:commune:02770@1942-01-01;fr:commune:02243@1942-01-01;fr:commune:02610@1942-01-01;fr:commune:02477@1942-01-01;fr:commune:02711@1942-01-01;fr:commune:02607@1942-01-01,1999-01-01,2017-12-31,inner;renamed;kind;taxmodel,fr:epci:240200477@2017-01-01,,53834
fr:epci:240200485@1999-01-01,240200485,Région de Guise,,CC,4TX,fr:commune:02361@1942-01-01;fr:commune:02783@1961-01-01;fr:commune:02035@1942-01-01;fr:commune:02070@1942-01-01;fr:commune:02753@1942-01-01;fr:commune:02784@1961-01-01;fr:commune:02450@1942-01-01;fr:commune:02469@1942-01-01;fr:commune:02006@1942-01-01;fr:commune:02654@1942-01-01;fr:commune:02376@1942-01-01;fr:commune:02625@1942-01-01;fr:commune:02455@1942-01-01;fr:commune:02624@1962-03-08;fr:commune:02814@1942-01-01;fr:commune:02188@1942-01-01;fr:commune:02386@1942-01-01;fr:commune:02244@1942-01-01;fr:commune:02313@1942-01-01;fr:commune:02494@1942-01-01;fr:commune:02422@1942-01-01;fr:commune:02414@1942-01-01;fr:commune:02757@1971-01-01;fr:commune:02563@1942-01-01,1999-01-01,2016-12-31,removed,,,12535
fr:epci:240200493@1999-01-01,240200493,Pays Vermandois,,CC,4TX,fr:commune:02618@1942-01-01;fr:commune:02330@1942-01-01;fr:commune:02343@1942-01-01;fr:commune:02635@1942-01-01;fr:commune:02327@1942-01-01;fr:commune:02392@1942-01-01;fr:commune:02511@1942-01-01;fr:commune:02615@1942-01-01;fr:commune:02782@1942-01-01;fr:commune:02774@1942-01-01;fr:commune:02112@1942-01-01;fr:commune:02451@1942-01-01;fr:commune:02063@1942-01-01;fr:commune:02426@1942-01-01;fr:commune:02709@1942-01-01;fr:commune:02500@1942-01-01;fr:commune:02785@1942-01-01;fr:commune:02772@1942-01-01;fr:commune:02095@1956-06-08;fr:commune:02060@1961-06-22;fr:commune:02776@1942-01-01;fr:commune:02293@1942-01-01;fr:commune:02452@1942-01-01;fr:commune:02270@1942-01-01;fr:commune:02065@1942-01-01;fr:commune:02317@1942-01-01;fr:commune:02029@1942-01-01;fr:commune:02057@1942-01-01;fr:commune:02143@1942-01-01;fr:commune:02658@1942-01-01;fr:commune:02808@1942-01-01;fr:commune:02144@1942-01-01;fr:commune:02539@1942-01-01;fr:commune:02355@1942-01-01;fr:commune:02747@1942-01-01;fr:commune:02702@1942-01-01;fr:commune:02614@1942-01-01;fr:commune:02323@1942-01-01;fr:commune:02390@1942-01-01;fr:commune:02708@1942-01-01;fr:commune:02374@1998-11-19;fr:commune:02296@1942-01-01;fr:commune:02334@1942-01-01;fr:commune:02703@1942-01-01;fr:commune:02240@1942-01-01;fr:commune:02291@1942-01-01;fr:commune:02061@1942-01-01,1999-01-01,2017-12-31,inner;renamed;taxmodel,fr:epci:240200493@2017-01-01,,29997
fr:epci:240200501@1999-01-01,240200501,Communauté de Communes du Val de l'Aisne,,CC,4TX,fr:commune:02255@1942-01-01;fr:commune:02620@1942-01-01;fr:commune:02739@1942-01-01;fr:commune:02698@1942-01-01;fr:commune:02773@1942-01-01;fr:commune:02054@1942-01-01;fr:commune:02464@1942-01-01;fr:commune:02036@1942-01-01;fr:commune:02589@1942-01-01;fr:commune:02577@1942-01-01;fr:commune:02148@1942-01-01;fr:commune:02763@1942-01-01;fr:commune:02479@1942-01-01;fr:commune:02646@1942-01-01;fr:commune:02432@1942-01-01;fr:commune:02490@1942-01-01;fr:commune:02581@1942-01-01;fr:commune:02131@1942-01-01;fr:commune:02758@1956-06-08;fr:commune:02797@1942-01-01;fr:commune:02427@1942-01-01;fr:commune:02176@1942-01-01;fr:commune:02439@1971-01-01;fr:commune:02210@1942-01-01;fr:commune:02551@1942-01-01;fr:commune:02633@1942-01-01;fr:commune:02179@1942-01-01;fr:commune:02348@1942-01-01;fr:commune:02198@1942-01-01;fr:commune:02520@1942-01-01;fr:commune:02190@1942-01-01;fr:commune:02735@1942-01-01;fr:commune:02263@1942-01-01;fr:commune:02174@1942-01-01;fr:commune:02537@1942-01-01;fr:commune:02118@1942-01-01;fr:commune:02152@1942-01-01;fr:commune:02400@1942-01-01;fr:commune:02421@1942-01-01;fr:commune:02597@1942-01-01;fr:commune:02730@1942-01-01;fr:commune:02829@1942-01-01;fr:commune:02393@1942-01-01;fr:commune:02715@1942-01-01;fr:commune:02487@1942-01-01;fr:commune:02167@1942-01-01;fr:commune:02091@1942-01-01;fr:commune:02008@1971-02-25;fr:commune:02129@1942-01-01;fr:commune:02682@1942-01-01;fr:commune:02695@1942-01-01;fr:commune:02523@1942-01-01;fr:commune:02771@1942-01-01;fr:commune:02811@1942-01-01;fr:commune:02010@1942-01-01;fr:commune:02195@1942-01-01;fr:commune:02766@1942-01-01;fr:commune:02230@1942-01-01;fr:commune:02311@1942-01-01,1999-01-01,2017-12-31,inner;taxmodel,fr:epci:240200501@2017-01-01,,15973
fr:epci:240200519@1999-01-01,240200519,Communauté de Communes du Canton d'Oulchy le Ch6teau,,CC,4TX,fr:commune:02121@1942-01-01;fr:commune:02585@1942-01-01;fr:commune:02533@1942-01-01;fr:commune:02804@1942-01-01;fr:commune:02663@1942-01-01;fr:commune:02272@1942-01-01;fr:commune:02172@1942-01-01;fr:commune:02012@1942-01-01;fr:commune:02022@1942-01-01;fr:commune:02138@1942-01-01;fr:commune:02412@1942-01-01;fr:commune:02799@1942-01-01;fr:commune:02536@1942-01-01;fr:commune:02580@1942-01-01;fr:commune:02665@1961-01-01;fr:commune:02693@1942-01-01;fr:commune:02082@1942-01-01;fr:commune:02233@1942-01-01;fr:commune:02606@1942-01-01;fr:commune:02372@1942-01-01;fr:commune:02090@1942-01-01;fr:commune:02249@1942-01-01;fr:commune:02154@1942-01-01;fr:commune:02447@1942-01-01;fr:commune:02579@1942-01-01;fr:commune:02507@1942-01-01,1999-01-01,2017-12-31,renamed;taxmodel,fr:epci:240200519@2017-01-01,,5560
fr:epci:240200527@1999-01-01,240200527,Autour de St Simon,,CC,4TX,fr:commune:02032@1979-06-15;fr:commune:02320@1942-01-01;fr:commune:02199@1942-01-01;fr:commune:02504@1942-01-01;fr:commune:02315@1942-01-01;fr:commune:02025@1942-01-01;fr:commune:02246@1942-01-01;fr:commune:02815@1942-01-01;fr:commune:02710@1942-01-01;fr:commune:02117@1942-01-01;fr:commune:02694@1942-01-01;fr:commune:02273@1942-01-01;fr:commune:02367@1942-01-01;fr:commune:02726@1942-01-01;fr:commune:02570@1942-01-01;fr:commune:02257@1942-01-01,1999-01-01,2016-12-31,removed,,,7925
fr:epci:240200550@1999-01-01,240200550,Canton Conde sur Brie,,CC,4TX,fr:commune:02748@1966-05-07;fr:commune:02590@1942-01-01;fr:commune:02051@1942-01-01;fr:commune:02147@1942-01-01;fr:commune:02669@1942-01-01;fr:commune:02213@1942-01-01;fr:commune:02800@1942-01-01;fr:commune:02518@1942-01-01;fr:commune:02458@1942-01-01;fr:commune:02325@1942-01-01;fr:commune:02389@1942-01-01;fr:commune:02228@1942-01-01;fr:commune:02026@1942-01-01;fr:commune:02053@1942-01-01;fr:commune:02223@1942-01-01;fr:commune:02677@1942-01-01;fr:commune:02146@1942-01-01;fr:commune:02161@1942-01-01;fr:commune:02515@1942-01-01;fr:commune:02664@1942-01-01;fr:commune:02209@1942-01-01,1999-01-01,2016-12-31,removed,,,5732
fr:epci:240200568@1999-01-01,240200568,L'Ourcq Et du Clignon,,CC,4TX,fr:commune:02512@1942-01-01;fr:commune:02449@1942-01-01;fr:commune:02125@1942-01-01;fr:commune:02356@1942-01-01;fr:commune:02466@1942-01-01;fr:commune:02594@1942-01-01;fr:commune:02192@1942-01-01;fr:commune:02467@1942-01-01;fr:commune:02241@1942-01-01;fr:commune:02428@1942-01-01;fr:commune:02137@1942-01-01;fr:commune:02375@1942-01-01;fr:commune:02557@1942-01-01;fr:commune:02749@1942-01-01;fr:commune:02622@1942-01-01;fr:commune:02796@1942-01-01;fr:commune:02185@1942-01-01;fr:commune:02307@1942-01-01;fr:commune:02225@1942-01-01;fr:commune:02496@1942-01-01;fr:commune:02099@1942-01-01;fr:commune:02679@1942-01-01;fr:commune:02339@1942-01-01;fr:commune:02509@1942-01-01;fr:commune:02015@1942-01-01;fr:commune:02744@1942-01-01;fr:commune:02718@1942-01-01;fr:commune:02543@1942-01-01;fr:commune:02023@1942-01-01;fr:commune:02411@1942-01-01;fr:commune:02258@1942-01-01,1999-01-01,2016-12-31,removed,,,9331
fr:epci:240200576@1999-01-01,240200576,Champagne Picarde,,CC,4TX,fr:commune:02211@1942-01-01;fr:commune:02534@1942-01-01;fr:commune:02104@1942-01-01;fr:commune:02409@1942-01-01;fr:commune:02453@1942-01-01;fr:commune:02399@1942-01-01;fr:commune:02601@1942-01-01;fr:commune:02626@1942-01-01;fr:commune:02761@1942-01-01;fr:commune:02541@1942-01-01;fr:commune:02344@1942-01-01;fr:commune:02274@1942-01-01;fr:commune:02218@1942-01-01;fr:commune:02627@1942-01-01;fr:commune:02803@1942-01-01;fr:commune:02005@1942-01-01;fr:commune:02013@1942-01-01;fr:commune:02360@1942-01-01;fr:commune:02350@1942-01-01;fr:commune:02482@1942-01-01;fr:commune:02448@1942-01-01;fr:commune:02454@1942-01-01;fr:commune:02656@1942-01-01;fr:commune:02720@1942-01-01;fr:commune:02472@1942-01-01;fr:commune:02430@1988-03-18;fr:commune:02364@1942-01-01;fr:commune:02486@1942-01-01;fr:commune:02073@1942-01-01;fr:commune:02299@1942-01-01;fr:commune:02097@1942-01-01;fr:commune:02189@1942-01-01;fr:commune:02346@1942-01-01;fr:commune:02171@1942-01-01;fr:commune:02208@1942-01-01;fr:commune:02160@1942-01-01;fr:commune:02498@1942-01-01;fr:commune:02676@1942-01-01;fr:commune:02705@1942-01-01;fr:commune:02613@1942-01-01;fr:commune:02229@1942-01-01;fr:commune:02475@1942-01-01;fr:commune:02076@1942-01-01;fr:commune:02572@1942-01-01;fr:commune:02690@1942-01-01,1999-01-01,2017-12-31,inner;renamed;taxmodel,fr:epci:240200576@2017-01-01,,19840
fr:epci:240200584@1999-01-01,240200584,Canton Charly sur Marne,,CC,4TX,fr:commune:02505@1942-01-01;fr:commune:02521@1942-01-01;fr:commune:02701@1942-01-01;fr:commune:02818@1970-04-13;fr:commune:02268@1942-01-01;fr:commune:02653@1958-12-19;fr:commune:02281@1942-01-01;fr:commune:02084@1942-01-01;fr:commune:02289@1942-01-01;fr:commune:02798@1942-01-01;fr:commune:02443@1942-01-01;fr:commune:02163@1942-01-01;fr:commune:02242@1973-03-16;fr:commune:02777@1942-01-01;fr:commune:02162@1942-01-01;fr:commune:02221@1942-01-01;fr:commune:02186@1942-01-01;fr:commune:02596@1942-01-01,1999-01-01,2017-12-31,inner;renamed;taxmodel,fr:epci:240200584@2017-01-01,,11861
fr:epci:240200592@1999-01-01,240200592,Chemin des Dames,,CC,4TX,fr:commune:02349@1942-01-01;fr:commune:02582@1942-01-01;fr:commune:02530@1942-01-01;fr:commune:02007@1942-01-01;fr:commune:02178@1942-01-01;fr:commune:02578@1942-01-01;fr:commune:02778@1942-01-01;fr:commune:02764@1942-01-01;fr:commune:02072@1942-01-01;fr:commune:02215@1942-01-01;fr:commune:02609@1942-01-01;fr:commune:02396@1942-01-01;fr:commune:02058@1942-01-01;fr:commune:02115@1942-01-01;fr:commune:02252@1942-01-01;fr:commune:02588@1942-01-01;fr:commune:02102@1975-01-01;fr:commune:02106@1942-01-01;fr:commune:02033@1942-01-01;fr:commune:02696@1942-01-01;fr:commune:02565@1942-01-01;fr:commune:02751@1942-01-01;fr:commune:02234@1942-01-01;fr:commune:02250@1942-01-01;fr:commune:02531@1942-01-01;fr:commune:02235@1942-01-01;fr:commune:02550@1942-01-01;fr:commune:02583@1942-01-01,1999-01-01,2017-12-31,inner;renamed;taxmodel,fr:epci:240200592@2017-01-01,,4343
